Store,avg_forecast_demand,avg_safety_stock,avg_reorder_point,avg_recommended_inventory,avg_stockout_risk_pct
56,8210.165286111112,6739.779154153089,64210.93615693087,121682.09315970866,5.000000000000003
57,8784.12776388889,11024.055677339835,72512.95002456206,134001.84437178427,5.000000000000005
58,7089.16015,9886.22239586124,59510.34344586125,109134.46449586125,5.000000000000004
59,5386.0694,8457.028857692241,46159.51465769224,83862.00045769225,5.000000000000004
60,9022.503019444444,12087.255370579227,75244.77650669034,138402.29764280145,5.000000000000006
61,5236.254663888889,6130.860668549703,42784.64331577192,79438.42596299415,5.000000000000005
62,6685.789055555556,7888.489511630294,54689.012900519185,101489.53628940806,5.000000000000004
63,7301.971013888888,7724.904478773499,58838.70157599572,109952.49867321794,5.0000000000000036
64,11690.402319444443,11489.820116023744,93322.63635213485,175155.45258824597,5.0000000000000036
65,5167.262436111111,7311.8565872250765,43482.69364000285,79653.53069278064,5.000000000000003
66,6108.0384,4810.330132099154,47566.59893209915,90322.86773209916,5.0000000000000036
67,7905.726666666666,9547.062219031941,64887.1488856986,120227.23555236527,5.000000000000004
68,7681.335311111111,6005.370693992394,59774.717871770175,113544.06504954795,5.000000000000006
69,8942.478888888889,8204.843128909368,70802.1953511316,133399.5475733538,5.000000000000003
70,6707.291633333333,6960.620794504414,53911.66222783775,100862.70366117108,5.0000000000000036
71,9187.042530555556,10537.53371688317,74846.83143077206,139156.12914466095,5.000000000000004
72,4572.837461111111,8600.779960068168,40610.64218784595,72620.50441562373,5.000000000000004
73,4502.274394444445,5525.708808467931,37041.62956957905,68557.55033069017,5.0000000000000036
74,6060.1775472222225,6938.693095784398,49359.93592633995,91781.1787568955,5.000000000000007
75,6362.960469444444,4449.660679063498,48990.38396517461,93531.10725128572,5.0000000000000036
76,8854.607633333333,7705.877106609661,69688.130539943,131670.38397327633,5.000000000000005
77,7845.797194444445,8561.216697833765,63481.797058944874,118402.37742005599,5.0000000000000036
78,3743.320611111111,4568.010983932912,30771.25526171069,56974.49953948847,5.000000000000004
79,5581.004930555555,6918.1726337483115,45985.2071476372,85052.24166152609,5.000000000000004
80,7767.149841666666,7804.380581385519,62174.42947305219,116544.47836471885,5.000000000000006
81,7274.780658333333,5240.679655257913,56164.144263591246,107087.60887192459,5.000000000000003
82,9538.537491666668,12099.763039450676,78869.52548111735,145639.28792278402,5.0000000000000036
83,3958.468477777778,3475.0993237238577,31184.3786681683,58893.65801261275,5.0
84,13513.24363888889,12653.63941449054,107246.34488671277,201839.05035893497,5.000000000000005
85,7778.087185714286,10038.871437254862,64485.481737254864,118932.09203725486,5.000000000000004
86,4598.638711111111,5878.925935989428,38069.3969137672,70259.86789154499,5.000000000000006
87,5904.811583333333,5806.084835200259,47139.76591853359,88473.44700186694,5.000000000000006
88,6175.856280555556,10283.492179557237,53514.48614344613,96745.48010733501,5.000000000000004
89,6000.343097222222,5188.699764951929,47191.101445507484,89193.50312606305,5.000000000000004
90,8472.827338888888,8239.559987274146,67549.35135949637,126859.14273171859,5.000000000000004
91,4609.398697222223,5871.183133882932,38136.974014438485,70402.76489499403,5.0000000000000036
92,6350.300844444445,8045.835481724762,52497.94139283587,96950.04730394698,5.0000000000000036
93,6070.281044444444,8909.911358437697,51401.87866954881,93893.84598065991,5.0000000000000036
94,7685.903108333333,8416.410548563046,62217.732306896374,116019.0540652297,5.000000000000004
95,6790.315299999999,9135.264192161012,56667.47129216101,104199.678392161,5.000000000000006
96,5352.431219444445,9766.632465572773,47233.65100168388,84700.669537795,5.000000000000006
97,6977.092608333333,8370.279305083224,57209.92756341656,106049.5758217499,5.0000000000000036
98,5900.469099999999,6009.863429447169,47313.14712944717,88616.43082944717,5.0000000000000036
99,5575.605961111111,5369.957063350194,44399.19879112797,83428.44051890574,5.000000000000004
100,7867.178827777778,5845.857068465707,60916.10886291015,115986.3606573546,5.0000000000000036
101,7760.314483333334,7459.484201323786,61781.68558465711,116103.88696799046,5.0000000000000036
102,7127.254819444444,9892.91444099217,59783.69817710327,109674.48191321439,5.0000000000000036
103,4667.314111111111,3663.4893134454633,36334.688091223245,69005.88686900103,5.000000000000002
104,10302.607333333333,5937.375247410665,78055.62658074399,150173.87791407734,5.000000000000007
105,5073.196325,6017.23589631668,41529.61017131668,77041.98444631667,5.0000000000000036
106,8831.695361111111,7849.958183197768,69671.82571097555,131493.69323875333,5.0000000000000036
107,7341.532322222221,4726.877575646262,56117.60383120182,107508.33008675737,5.000000000000004
108,12143.94661111111,8960.291336695096,93967.91761447287,178975.54389225066,5.000000000000004
109,6597.925641666667,6336.97636851855,52522.45586018522,98707.93535185189,5.000000000000005
110,4618.7844583333335,4478.777445167409,36810.26865350074,69141.75986183407,5.000000000000004
111,6750.146672222222,7076.960884902618,54327.98759045817,101579.01429601373,5.000000000000005
112,6172.594236111111,3964.1991308672677,47172.358783645046,90380.51843642283,5.000000000000002
113,5705.933122222222,4354.607775833939,44296.139631389495,84237.67148694505,5.000000000000006
114,5246.578222222222,4968.186917561818,41694.23447311737,78420.28202867293,5.000000000000001
115,7813.814119444443,6938.182230538081,61634.88106664919,116331.57990276029,5.000000000000004
116,7055.653683333334,5645.8378450771,55035.41362841043,104424.98941174377,5.0000000000000036
117,3809.0098472222217,4345.098517243687,31008.167447799242,57671.2363783548,5.000000000000004
118,8266.221108333333,10038.780866923602,67902.32862525694,125765.87638359028,5.0000000000000036
119,5992.8788583333335,6057.766299240907,48007.91830757424,89958.07031590756,5.000000000000007
120,7135.059805555556,8437.855242496109,58383.273881385,108328.6925202739,5.000000000000004
121,4211.715161111111,5382.83795166008,34864.84407943786,64346.85020721564,5.0000000000000036
122,7535.985297619048,9287.528913444829,62039.425996778155,114791.3230801115,5.000000000000004
123,8242.040419444445,12063.6236385043,69757.90657461541,127452.18951072653,5.000000000000004
124,4655.628655555555,5640.568172583979,38229.96876147287,70819.36935036175,5.0000000000000036
125,11523.663319444444,14018.165223951599,94683.8084600627,175349.4516961738,5.000000000000004
126,5598.208586111111,6354.85955509538,45542.31965787316,84729.77976065093,5.000000000000004
127,5268.464513888889,7254.179097975739,44133.43069519797,81012.68229242018,5.000000000000004
128,8334.021869444445,9562.960285649924,67901.11337176104,126239.26645787216,5.0000000000000036
129,8437.890436111113,9134.082623191536,68199.31567596931,127264.54872874709,5.000000000000006
130,5290.919555555555,4908.349443679311,41944.7863325682,78981.22322145708,5.000000000000004
131,5339.786338888889,4769.627893983528,42148.13226620575,79526.63663842797,5.000000000000005
132,7301.266683333333,6427.379284336365,57536.246067669694,108645.11285100302,5.0000000000000036
133,5799.636969444445,7606.1715862155215,48203.63037232663,88801.08915843774,5.000000000000006
134,4564.862808333333,4053.262829860327,36007.30248819366,67961.342146527,5.0000000000000036
135,6249.393163888889,6397.611978109513,50143.36412533173,93889.11627255396,5.000000000000004
136,5419.157525,5913.435255796565,43847.53793079656,81781.64060579657,5.0000000000000036
137,8065.4725499999995,7138.1263600991815,63596.43421009918,120054.74206009919,5.0000000000000036
138,7846.470838888889,11299.348664954818,66224.64453717704,121149.94040939926,5.000000000000006
139,6391.290352777778,8362.457443581327,53101.489913025776,97840.52238247023,5.0000000000000036
140,7445.873883333334,7196.580117899574,59317.6973012329,111438.81448456625,5.000000000000004
141,5484.253124999999,5741.43459684407,44131.206471844074,82520.97834684407,5.000000000000004
142,4521.5633777777775,4239.446885030494,35890.390529474935,67541.33417391939,5.000000000000003
143,6319.054138888889,8262.038556480296,52495.41752870252,96728.79650092474,5.0000000000000036
144,7252.4524972222225,6380.90568262614,57148.07316318169,107915.24064373726,5.0000000000000036
145,7491.262411111111,7490.092510861484,59928.929388639255,112367.76626641705,5.000000000000004
146,8511.563713888889,9385.30531032284,68966.25130754506,128547.19730476727,5.000000000000004
147,8350.079877777778,7938.048693041442,66388.60783748589,124839.16698193032,5.0000000000000036
148,8787.099086111111,7586.6384461598045,69096.33204893759,130606.02565171536,5.0000000000000036
149,5492.659141666667,6979.67279240327,45428.28678406993,83876.9007757366,5.000000000000004
150,8540.36206388889,8129.309064276666,67911.8435114989,127694.37795872112,5.0000000000000036
151,7200.8521,7417.061442496444,57823.02614249644,108228.99084249645,5.000000000000005
152,5579.788905555555,8034.00356673757,47092.525905626455,86151.04824451535,5.0000000000000036
153,6389.8221,9448.771935031167,54177.52663503117,98906.28133503118,5.0000000000000036
154,8995.145958333333,9329.278170230398,72295.29987856373,135261.32158689707,5.000000000000004
155,6605.916872222222,8219.460751940267,54460.87885749582,100702.29696305137,5.0000000000000036
156,6697.455677777778,10909.625680706133,57791.81542515058,104674.00516959502,5.0000000000000036
157,10088.156705555557,11166.442438481574,81783.53937737046,152400.63631625936,5.000000000000003
158,8021.112597222222,6520.86088045858,62668.64906101414,118816.43724156969,5.000000000000004
159,7584.8156222222215,8848.968056340766,61942.67741189632,115036.38676745188,5.000000000000002
160,5564.517508333333,5347.585625056858,44299.20818339019,83250.83074172352,5.000000000000005
161,7534.784558333334,5650.195480031911,58393.687388365244,111137.17929669858,5.000000000000008
162,7785.679316666666,10296.537120609522,64796.29233727619,119296.04755394284,5.0000000000000036
163,6603.792083333334,4301.928249671131,50528.47283300446,96755.0174163378,5.000000000000005
164,6614.515580555556,8850.52863368023,55152.137697569124,101453.74676145801,5.0000000000000036
165,3816.3161944444446,3584.0655597843634,30298.27892089547,57012.492282006584,5.000000000000004
166,5695.674347222222,5017.7618392919285,44887.48226984748,84757.20270040304,5.000000000000004
167,9430.771194444444,12981.690577548647,78997.08893865976,145012.48729977087,5.000000000000004
168,7532.071811111112,9464.857416356943,62189.360094134725,114913.8627719125,5.0000000000000036
169,6054.970316666667,6285.690274948646,48670.482491615316,91055.27470828198,5.000000000000008
170,4145.764066666667,4773.698750739143,33794.04721740581,62814.39568407248,5.0000000000000036
171,8305.634308333334,10480.307157033198,68619.74731536653,126759.18747369986,5.000000000000005
172,6807.165619444445,3693.302192392186,51343.4615285033,98993.62086461441,5.000000000000006
173,7945.201083333333,8864.980441798103,64481.38802513144,120097.79560846476,5.0000000000000036
174,6127.453030555555,3946.7520587354334,46838.92327262432,89731.09448651322,5.000000000000003
175,6100.739094444445,5476.465453679238,48181.63911479035,90886.81277590146,5.000000000000006
176,5158.748986111112,7097.208666392814,43208.4515691706,79319.69447194837,5.0000000000000036
177,3752.027786111111,5924.359916501864,32188.55441927964,58452.74892205742,5.000000000000004
178,9946.699802777779,11551.253496359619,81178.15211580407,150805.05073524851,5.000000000000004
179,7405.565794444444,9355.421363640722,61194.38192475183,113033.34248586294,5.0000000000000036
180,7208.412502777778,7238.548928910559,57697.436448355,108156.32396779946,5.0000000000000036
181,6196.109480555556,9976.9035318696,53349.66989575849,96722.43625964738,5.000000000000004
182,5501.855669444445,5728.417676106008,44241.40736221711,82754.39704832823,5.0000000000000036
183,6900.255106451613,15409.396467338378,63711.18221249967,112012.96795766096,5.000000000000003
184,6740.944222222222,6902.590273882075,54089.199829437624,101275.80938499319,5.000000000000006
185,6538.919347222222,7741.507759519922,53513.94319007548,99286.37862063103,5.000000000000004
186,3876.4363500000004,4040.4842446351595,31175.538694635165,58310.59314463517,5.000000000000004
187,6224.918963888889,7082.036854349664,50656.46960157188,94230.9023487941,5.000000000000004
188,5252.505458333333,6573.389243675589,43340.927452008924,80108.46566034226,5.000000000000004
189,8213.900413888889,8412.331347097985,65909.6342443202,123406.93714154242,5.000000000000004
190,7611.298627777778,6562.3714132653695,59841.46180770982,113120.55220215426,5.000000000000002
191,6632.318027777777,4775.5367772522795,51201.76297169672,97627.98916614117,5.0000000000000036
192,12799.619666666667,12218.709381179686,101816.04704784635,191413.384714513,5.000000000000004
193,5154.4134416666675,7222.603667562995,43303.49775922966,79384.39185089634,5.0000000000000036
194,4948.270036111111,3262.892415624852,37900.78266840263,72538.6729211804,5.000000000000002
195,10700.00281111111,9888.058983945368,84788.07866172314,159688.09833950092,5.000000000000006
196,5287.9180166666665,6083.591680486263,43099.017797152934,80114.44391381959,5.0000000000000036
197,6686.827183333333,6928.5028532510805,53736.29313658441,100544.08341991775,5.000000000000006
198,2868.464827777778,6393.949243184087,26473.203037628533,46552.456832072974,5.000000000000004
199,8290.750719444444,8581.316941199366,66616.57197731048,124651.8270134216,5.000000000000006
200,7818.209333333334,6472.044997631703,61199.51033096503,115926.97566429837,5.0000000000000036
201,5649.995213888888,4698.090104610263,44248.05660183248,83798.02309905471,5.0000000000000036
202,6377.615322222223,4881.101685960405,49524.40894151596,94167.71619707152,5.0000000000000036
203,6899.216411111111,6603.10081340024,54897.61569117802,103192.13056895579,5.000000000000004
204,5498.882808333333,4429.543080206409,42921.72273853974,81413.90239687308,5.000000000000004
205,6327.295744444444,7548.274463218415,51839.34467432953,96130.41488544064,5.000000000000006
206,8015.541361111111,10948.015066305717,67056.8045940835,123165.59412186127,5.000000000000005
207,11005.53948611111,14015.876941969818,91054.6533447476,168093.42974752537,5.000000000000005
208,3004.978433333333,2760.2470121590445,23795.096045492377,44829.945078825716,5.000000000000004
209,5666.867245238095,8407.958417948767,48076.02913461543,87744.09985128211,5.000000000000004
210,3017.512925,3295.7170125819266,24418.30748758193,45540.89796258193,5.000000000000006
211,13842.211388888889,15643.436266699146,112538.91598892136,209434.3957111436,5.0000000000000036
212,4620.166752777778,5067.409950442273,37408.57721988672,69749.74448933116,5.0000000000000036
213,8877.024119444446,9778.290202871505,71917.45903898262,134056.62787509372,5.000000000000006
214,9745.43225,9038.874336588886,77256.90008658888,145474.92583658887,5.000000000000003
215,6130.6561972222225,7223.496062463874,50138.08944301943,93052.68282357499,5.000000000000005
216,6699.954422222222,6499.978583603009,53399.659539158565,100299.34049471412,5.000000000000006
217,4967.498327777777,4273.440954817326,39045.92924926177,73818.41754370621,5.000000000000008
218,4706.5136250000005,6581.651178845168,39527.246553845165,72472.84192884517,5.0000000000000036
219,3184.137505555556,3628.1539619656874,25917.116500854576,48206.07903974347,5.000000000000004
220,4821.992830555555,5511.575285896904,39265.525099785795,73019.47491367468,5.000000000000006
221,6143.22845,5040.726092920492,48043.325242920495,91045.9243929205,5.0000000000000036
222,4989.9737583333335,6658.091365114506,41587.90767344784,76517.72398178118,5.0000000000000036
223,7352.607613888889,8631.941601806631,60100.19489902885,111568.44819625108,5.0000000000000036
224,7471.873563888888,7722.547516593782,60025.662463816,112328.77741103823,5.0000000000000036
225,5299.8765277777775,5740.647707317158,42839.783401761604,79938.91909620604,5.0000000000000036
226,6624.188913888889,6735.840949829814,53105.16334705203,99474.48574427427,5.000000000000005
227,6454.288016666666,6568.782356553134,51748.7984732198,96928.81458988646,5.0000000000000036
228,8579.418833333333,6281.5770100618065,66337.50884339513,126393.44067672847,5.000000000000004
229,9163.606469444443,9666.816172758683,73812.0614588698,137957.30674498092,5.0000000000000036
230,7821.614316666667,7259.812066351566,62011.112283018236,116762.4124996849,5.000000000000004
231,4853.2455222222225,4952.944276151913,38925.66293170747,72898.38158726302,5.000000000000004
232,3865.4667444444444,3842.6317233030504,30900.898934414163,57959.16614552527,5.000000000000004
233,9444.433516666666,7242.447879033854,73353.48249570052,139464.5171123672,5.000000000000004
234,10799.580105555557,14987.862235660526,90584.92297454941,166181.9837134383,5.000000000000006
235,5412.638130555556,8662.229213749279,46550.69612763817,84439.16304152706,5.0000000000000036
236,7341.984588888889,8629.74226492885,60023.63438715107,111417.52650937329,5.000000000000004
237,4687.5799777777775,3160.2216956970246,35973.28154014147,68786.3413845859,5.000000000000006
238,7333.470155555556,7683.3995381379245,59017.69062702681,110351.9817159157,5.000000000000003
239,5447.4703805555555,5894.986932920395,44027.27959680928,82159.57226069817,5.0000000000000036
240,4919.234008333334,4490.25770285308,38924.89576118641,73359.53381951974,5.000000000000004
241,6721.755402777778,5839.510291388823,52891.79811083327,99944.08593027771,5.000000000000003
242,4131.458447222222,6205.60438863057,35125.81351918613,64046.02264974168,5.0000000000000036
243,6637.7733638888885,9385.099672615883,55849.5132198381,102313.92676706033,5.000000000000004
244,5490.126786111111,9405.623237795247,47836.51074057302,86267.3982433508,5.000000000000004
245,9207.712833333333,5884.682885475012,70338.67271880835,134792.6625521417,5.000000000000006
246,7140.696580555556,6656.0795994783575,56640.95566336725,106625.83172725613,5.000000000000005
247,8012.180375,9295.849454071962,65381.112079071965,121466.37470407196,5.0000000000000036
248,7777.986238888889,6964.294656368463,61410.19832859068,115856.10200081291,5.0000000000000036
249,5432.5673611111115,4839.582373271929,42867.55390104971,80895.52542882749,5.000000000000005
250,8878.800058333332,10583.300308874524,72734.90071720786,134886.50112554117,5.0000000000000036
251,19012.017305555557,15009.403533456278,148093.52467234517,281177.6458112341,5.000000000000004
252,10836.997777777777,12484.831500884125,88343.81594532858,164202.800389773,5.0000000000000036
253,5734.226733333333,9141.346491965725,49280.933625299054,89420.5207586324,5.000000000000007
254,3107.2503888888887,3436.142165427483,25186.8948876497,46937.64760987193,5.000000000000005
255,6569.724324999999,5795.564075258899,51783.6343502589,97771.7046252589,5.0000000000000036
256,8360.6443,9531.650510611546,68056.16061061155,126580.67071061155,5.000000000000005
257,4839.464808333334,6149.6640065574875,40025.917664890825,73902.17132322415,5.0000000000000036
258,5698.993558333333,5426.123986661632,45319.078894994964,85212.0338033283,5.000000000000006
259,12948.571130952381,10809.137228242349,101449.13514490903,192089.13306157567,5.000000000000005
260,6216.400372222222,2839.5335034307163,46354.33610898627,89869.13871454183,5.000000000000006
261,12541.470874999999,18723.38059244433,106513.67671744432,194303.97284244432,5.0000000000000036
262,20751.72985714286,19287.802493291398,164549.91149329138,309812.02049329143,5.000000000000006
263,4204.080180555556,3731.5163092885364,33160.07757317743,62588.63883706631,5.000000000000003
264,6551.665536111111,8477.438032844224,54339.096785622,100200.75553839977,5.0000000000000036
265,5294.300886111111,8481.012491109377,45541.118693887154,82601.22489666492,5.000000000000004
266,4112.565466666667,4136.780617809349,32924.73888447601,61712.697151142675,5.000000000000006
267,8594.356669444443,7699.1207958569385,67859.61748196805,128020.11416807916,5.000000000000004
268,4810.076197222222,6683.456982106721,40353.990362662276,74024.52374321784,5.000000000000003
269,8604.945227777778,13515.01909881086,73749.6356932553,133984.25228769972,5.000000000000004
270,9784.154275,7186.918980198821,75675.99890519882,144165.07883019882,5.0000000000000036
271,8026.796355555555,15563.561831308076,71751.13632019697,127938.71080908585,5.0000000000000036
272,6176.071422222222,9884.068150840823,53116.568106396386,96349.06806195194,5.0000000000000036
273,7914.454475,9145.121176366825,64546.30250136682,119947.48382636682,5.000000000000006
274,5676.555838095238,5403.514717470278,45139.40558413694,84875.29645080361,5.000000000000004
275,6482.720625,7274.833399113947,52653.87777411394,98032.92214911395,5.000000000000004
276,3633.753113888889,4589.669431907589,30025.94122912981,55462.21302635203,5.000000000000006
277,6113.858230555556,6375.736444817204,49172.74405870609,91969.75167259498,5.0000000000000036
278,7201.546713888889,7819.02491796858,58229.8519151908,108640.67891241302,5.000000000000004
279,9992.754111111111,15286.322350718026,85235.60112849581,155184.87990627356,5.000000000000004
280,6176.931447222222,4695.525771481589,47934.04590203715,91172.5660325927,5.000000000000004
281,6010.469230555555,4684.775615602428,46758.06022949131,88831.34484338021,5.0000000000000036
282,4533.745466666666,5061.99317589834,36798.21144256501,68534.42970923167,5.000000000000006
283,7595.379491666667,6688.801612014506,59856.45805368117,113024.11449534784,5.000000000000007
284,5339.0615,6253.6138435418925,43627.04434354189,81000.4748435419,5.0000000000000036
285,5336.128655555555,4834.011884734402,42186.91247362329,79539.81306251218,5.000000000000001
286,3687.171825,6754.499664946104,32564.702439946104,58374.905214946106,5.000000000000006
287,7952.504269444444,5823.584544613896,61491.11443072501,117158.6443168361,5.000000000000005
288,5418.137144444445,6429.78179678036,44356.74180789147,82283.70181900258,5.0000000000000036
289,5811.381002777777,5259.790617127441,45939.45763657188,86619.12465601633,5.000000000000005
290,7250.478936111112,9794.33003173678,60547.68258451456,111301.03513729233,5.0000000000000036
291,7832.415072222222,10663.125703618234,65490.031209173794,120316.93671472935,5.000000000000004
292,7921.281361111111,16321.19397831985,71770.16350609763,127219.1330338754,5.000000000000004
293,6134.892627777777,7185.272988569981,50129.52138301442,93073.76977745887,5.0000000000000036
294,6157.137030555556,7774.685877602429,50874.645091491315,93974.6043053802,5.0000000000000036
295,5887.25276388889,5714.115308701574,46924.88465592379,88135.65400314602,5.0000000000000036
296,6709.301597222223,7599.321977921042,54564.4331584766,101529.54433903216,5.000000000000004
297,6973.665858333333,8350.337455451894,57165.99846378523,105981.65947211855,5.0000000000000036
298,8242.420058333333,7087.428485210406,64784.36889354374,122481.30930187709,5.000000000000004
299,7849.793361904762,8528.099370288268,63476.65290362161,118425.20643695493,5.0000000000000036
300,7381.118455555556,7130.7801024895725,58798.60929137846,110466.43848026736,5.0000000000000036
301,5403.601202777778,4686.03397964915,42511.24239909359,80336.45081853803,5.000000000000004
302,3826.3075333333336,3847.7383776464276,30631.89111097976,57416.0438443131,5.000000000000005
303,6308.715980555556,6603.4353507323,50764.44721462119,94925.45907851009,5.000000000000004
304,6673.110891666667,7595.140743713803,54306.91698538047,101018.69322704714,5.0000000000000036
305,6280.141941666667,6819.403747240991,50780.39733890766,94741.39093057433,5.000000000000004
306,4420.925444444444,4769.524323212047,35716.00243432316,66662.48054543427,5.000000000000004
307,2764.4528499999997,4111.876287180269,23463.046237180268,42814.21618718027,5.000000000000006
308,8910.340961111111,10449.318798478598,72821.70552625638,135194.09225403416,5.0000000000000036
309,7020.8618027777775,8437.869860010305,57583.90247945475,106729.9350988992,5.0000000000000036
310,8341.680604761905,13762.069305658926,72153.83353899226,130545.5977723256,5.000000000000004
311,6776.212033333333,6655.082152783316,54088.56638611665,101522.05061944999,5.000000000000003
312,5449.254522222222,6771.820942655555,44916.60259821112,83061.38425376668,5.0000000000000036
313,7004.733055555555,9196.764622901961,58229.89601179085,107263.02740067973,5.000000000000004
314,4998.414591666667,5828.756776720824,40817.65891838749,75806.56106005417,5.000000000000004
315,4314.900344444444,4968.446131033975,35172.74854214509,65377.0509532562,5.000000000000004
316,10585.194852777779,11856.583010930912,85952.94698037536,160049.3109498198,5.000000000000005
317,5483.1942055555555,5235.582678191493,43617.94211708038,82000.30155596927,5.000000000000004
318,7416.117580555556,8188.697973297366,60101.52103718625,112014.34410107514,5.0000000000000036
319,7354.974922222223,6385.623369238085,57870.44782479364,109355.27228034919,5.000000000000006
320,14614.837388888887,14106.177826202642,116410.03954842486,218713.90127064707,5.000000000000004
321,6061.557963888889,5420.61123042321,47851.51697764543,90282.42272486765,5.000000000000005
322,5251.270380555555,9016.237040341111,45775.12970423,82534.0223681189,5.000000000000004
323,7519.283172222223,6155.7225515658465,58790.704757121406,111425.68696267696,5.0000000000000036
324,5387.226977777778,10056.464790968374,47767.05363541281,85477.64247985726,5.000000000000005
325,6123.3680722222225,7133.535999747724,49997.11250530328,92860.68901085883,5.000000000000004
326,5431.215752777778,5218.029266205001,43236.53953564944,81255.04980509389,5.0000000000000036
327,7761.992052777777,8814.524813255333,63148.46918269977,117482.41355214424,5.000000000000006
